Word,Occurance,Type-of-word
quinnipiac,4,JJ
gerald,4,NN
democrats’,4,NN
kimmel,4,NN
anyones,4,NNS
tho,4,JJ
nowadays,4,NNS
mn,4,NN
nunes,4,NNS
pennybishop16,4,JJ
crainschicago,4,NN
tegodreaux,4,NN
checker,4,NN
chingaling3,4,JJ
rips,4,NNS
steer,4,NN
bats,4,NNS
joelosteen,4,JJ
chin,4,NN
stevedeaceshow,4,NN
defendingtheusa,4,JJ
ohr’s,4,NN
goodwin,4,NN
mollie,4,NN
junior,4,JJ
reductions,4,NNS
presidenttrump2016,4,JJ
careless,4,NN
cahillforag,4,NN
brava,4,NN
playa,4,NN
kag,4,NN
youxia88,4,JJ
ethabrooke,4,NN
cryin,4,NN
sentences,4,NNS
necessity,4,NN
thenewsclubus,4,NN
rails,4,NNS
errors,4,NNS
attribute,4,JJ
portray,4,NN
winpropp,4,NN
ian,4,JJ
customs,4,NNS
justariot66,4,JJ
murdoch,4,NN
ratcliffe,4,NN
pattipage,4,NN
jijassim,4,NN
arlington,4,JJ
heroin,4,NN
kingdommag,4,NN
soyerjanis,4,NN
grapes,4,NNS
guidance,4,NN
gfeorg,4,NN
nhprimary,4,JJ
warfighters,4,NNS
fcc,4,JJ
toying,4,NN
jihadists,4,NNS
reptommarino,4,JJ
lmao,4,JJ
youngstown,4,JJ
bash,4,NN
cleaners,4,NNS
httpbitly17tnnn5,4,JJ
scottmarx,4,NN
hanukkah,4,NN
obamacare’s,4,NN
lancebagley1,4,JJ
seniorpgachamp,4,NN
rockprincess818,4,NN
sufficient,4,JJ
interviewer,4,NN
marksteynonline,4,JJ
polite,4,JJ
wife’s,4,NN
gabriela,4,NN
iamsloany,4,NN
wichita,4,JJ
talkernewyorker,4,NN
stabenow,4,NN
policemen,4,NNS
slide,4,JJ
bunkers,4,NNS
hamburg,4,JJ
brilliance,4,NN
o’rourke,4,NN
curious,4,JJ
againhttpwwwdonaldjtrumpcom,4,NNS
nytdavidbrooks,4,JJ
bears,4,NNS
commanderinchief’s,4,JJ
bimbo,4,NN
stain,4,NN
marie,4,JJ
mcilroyrory,4,NN
thurs,4,NNS
moderators,4,NNS
jeniferstevens,4,NNS
lib,4,JJ
portland,4,NN
nyc’s,4,JJ
gladly,4,JJ
pollsters,4,NNS
»,4,JJ
expedition,4,NN
craft,4,NN
rebeccagberg,4,NN
weaker,4,NN
spirited,4,JJ
bevin,4,NN
tire,4,NN
signal,4,JJ
beliefs,4,NNS
soybeans,4,NNS
rollins,4,NNS
forgive,4,JJ
spaces,4,NNS
bobewashington,4,NN
grahamledger,4,NN
comptroller,4,JJR
authorization,4,NN
educational,4,JJ
hagan,4,NN
asians,4,NNS
tgowdysc,4,JJ
landmanmarius,4,NN
hunterboss1996,4,NN
duluth,4,NN
shannonbream,4,NN
blair,4,NN
sheet,4,NN
suggestion,4,NN
bltprimemiami,4,NN
appreciates,4,NNS
subpoenas,4,JJ
airplanes,4,NNS
untruthful,4,JJ
consequential,4,JJ
laloquita,4,NN
آنها,4,NNP
trailer,4,NN
profile,4,NN
tantrum,4,NN
rupertmurdoch,4,NN
whcd,4,JJ
maddow,4,NN
marthas,4,NN
johnduthie1,4,NN
ingenuity,4,NN
ximenanr,4,NNP
outcry,4,NN
squawk,4,NN
riggsdeb,4,NN
wendywilliams,4,NNS
joey,4,NN
shore,4,NN
walt,4,NN
radar,4,NN
laurenscruggs,4,NN
interference,4,NN
chen,4,JJ
male,4,JJ
ingredient,4,NN
plastic,4,NN
abfalecbaldwin,4,NN
lighthouse,4,NN
countryand,4,NN
pbs,4,JJ
billmoyers,4,NNS
digital,4,JJ
wears,4,NNS
emphasis,4,NN
addiction,4,NN
bwilliams,4,NN
karlroves,4,NNS
concession,4,NN
weneedyou,4,NN
ronpaul,4,JJ
irrational,4,JJ
’12,4,NN
filmmaker,4,NN
electronic,4,JJ
venture,4,NN
method,4,JJ
snooze,4,NN
coaches,4,NNS
mayoral,4,JJ
consultants,4,NNS
factors,4,NNS
logan,4,JJ
melbourne,4,JJ
bankrupting,4,NN
debbiegibson,4,NN
beardymilne,4,NN
redistribute,4,NN
nautilus916,4,JJ
associates,4,NNS
instance,4,NN
yorkv01,4,NN
indication,4,NN
ahmadinejad,4,NN
adrian,4,JJ
impersonator,4,NN
meenah83,4,NN
pessimist,4,NN
hazard,4,JJ
festival,4,NN
carriers,4,NNS
painful,4,JJ
slash,4,JJ
buffet,4,NN
induction,4,NN
‘no,4,NNP
stump,4,NN
buyer’s,4,NN
menie,4,NN
pavilion,4,NN
backlash,4,NN
manor,4,NN
recount,4,NN
ha,4,JJ
northeast,4,NN
kingjames,4,NNS
finals,4,NNS
quiet,4,JJ
salvage,4,NN
peyton,4,NN
denverbroncos,4,NN
fridays,4,NNS
unpredictable,4,JJ
click,4,JJ
gaffe,4,NN
si,4,NN
waikiki,4,NN
blitzer,4,NN
vick,4,JJ
visits,4,NNS
httpbitlygcqjpr,4,NNS
wwwyoutubecomusermattressserta,4,JJ
spanish,4,JJ
optimistic,4,JJ
spokesman,4,NN
jock,4,NN
menswear,4,NN
projections,4,NNS
familiar,4,JJ
dislike,4,JJ
girardi,4,NN
checkers,4,NNS
amb,4,JJ
waiver,4,NN
pounds,4,NNS
mickyarison,4,JJ
cohost,4,NN
eisenhower,4,NN
strasburg,4,NN
roots,4,NNS
tragedies,4,NNS
mariolopezextra,4,JJ
reimbursement,4,NN
simon,4,NN
sammartinobruno,4,NN
lips,4,NNS
season’s,4,JJ
lloyd,4,NN
tattoos,4,NN
props,4,NNS
asa,4,JJ
idols,4,NNS
faulty,4,JJ
content,4,NN
rerun,4,NN
castro,4,JJ
tattoo,4,JJ
citys,4,JJ
visible,4,JJ
gotv,4,JJ
garthdahdah,4,NN
tools,4,NNS
bargain,4,NN
trumproast,4,JJ
scots,4,NNS
mills,4,NNS
q1,4,JJ
unfunny,4,JJ
extract,4,NN
themasters,4,NNS
directors,4,NNS
barackobamahe,4,JJ
monicacrowley,4,NN
peek,4,NN
virgin,4,JJ
stephenathome,4,JJ
borlandjim,4,NN
kalevans,4,NNS
ion,4,NN
trivial,4,JJ
socialists,4,NNS
tacky,4,JJ
cnns,4,NN
django,4,NN
handouts,4,NNS
accesshollywood,4,NN
reserves,4,NNS
postal,4,JJ
craig,4,NN
acuconservative,4,JJ
pursuing,4,NN
sponsor,4,NN
auction,4,NN
stir,4,JJ
brwneyesnbama,4,NN
dominance,4,NN
espngolf,4,NN
diplomacy,4,NN
bond,4,NN
thoreau,4,NN
disappointing,4,JJ
fierce,4,JJ
aspire,4,NN
casualties,4,NNS
capitulated,4,JJ
begs,4,NN
agnesphagnes,4,NNS
ricksantorums,4,NNS
te’o,4,JJ
whack,4,NN
dependency,4,NN
burns,4,NNS
lays,4,NNS
teamwork,4,NN
chapter,4,NN
ralphreed’s,4,NN
jane,4,JJ
mentality,4,NN
convenient,4,JJ
dangers,4,NNS
zwlykins,4,NNS
johnnypaulcole,4,JJ
tammy,4,JJ
travlandleisure,4,NN
vibrant,4,NN
forecast,4,NN
ralphreed,4,NN
upi,4,JJ
considers,4,NNS
function,4,NN
responses,4,NNS
provocative,4,JJ
tuesdays,4,NNS
marbles,4,NNS
promotes,4,NNS
nicethanks,4,NNS
misskhan,4,JJ
massacre,4,NN
cronies,4,NNS
maintenance,4,NN
wor710,4,NN
cnnsitroom,4,NN
druggie,4,NN
kremer,4,JJR
valentines,4,NNS
cnsnews,4,NNS
erolyalim,4,JJ
bw,4,NN
ease,4,NN
filing,4,NN
rein,4,NN
oliviaculpo,4,JJ
manipulator,4,NN
winwin,4,NN
equilibrium,4,NN
unpatriotic,4,JJ
wherever,4,NN
missteenusa,4,NN
enjoyment,4,NN
sudan,4,JJ
jheil,4,NN
aig,4,NN
vatican,4,JJ
streak,4,NN
grandkids,4,NNS
buildup,4,NN
hunters,4,NNS
liberate,4,NN
grandmother,4,NN
ineligible,4,JJ
graememcdowell,4,NN
maniac,4,NN
swap,4,NN
renovate,4,NN
steals,4,NNS
rely,4,JJ
arsenal,4,JJ
waves,4,NNS
skyrocket,4,NN
truethanks,4,NNS
laraleayunaska,4,JJ
kris,4,NN
vattenfall,4,NN
clout,4,NN
medvedevrussiae,4,NN
advocate,4,NN
rant,4,NN
feeds,4,NNS
fla,4,JJ
financials,4,NNS
yale,4,JJ
motivating,4,NN
reimbursed,4,JJ
cat,4,NN
gil,4,NN
nadarkhani,4,JJ
thankswork,4,NN
paterno,4,NN
analysts,4,NNS
algae,4,JJ
forevermcin,4,JJ
foundations,4,NNS
residence,4,NN
diplomat,4,NN
irony,4,NN
designer,4,NN
billmahers,4,NNS
sikorsky,4,JJ
birthplace,4,NN
dorals,4,NNS
aspen,4,JJ
foreigners,4,NNS
mic,4,JJ
sod,4,NN
kyle,4,JJ
jean,4,JJ
download,4,NN
santa,4,NN
darkest,4,JJS
acu,4,NN
observer,4,NN
httpbitlyt6hcna,4,NN
ppppolls,4,NNS
brande,4,JJ
gail,4,NN
transplant,4,JJ
runaway,4,JJ
robin,4,NN
surrogate,4,NN
tenacity,4,NN
corporations,4,NNS
tdudz5,4,JJ
owning,4,NN
poles,4,NNS
defy,4,JJ
rogerjstonejr,4,NN
blogger,4,NN
firings,4,NNS
grades,4,NNS
foresight,4,JJ
busey,4,NN
cronyism,4,NN
neck,4,NN
leebandoni,4,JJ
suspects,4,NNS
nothings,4,NNS
leibowitz,4,JJ
adventure,4,NN
correspondents’,4,NN
proponent,4,JJ
degree,4,NN
httpbitlybhn5fu,4,NN
disability,4,NN
goldwyn,4,NN
carolina’s,4,NN
priceless,4,JJ
craigdevlin,4,NN
smash,4,NN
legit,4,JJ
monthly,4,JJ
warn,4,NN
progressive,4,JJ
katiecouric,4,NN
blueprint,4,NN
suppliers,4,NNS
samahdanash,4,NN
recipe,4,NN
longterm,4,NN
uniforms,4,JJ
dads,4,NNS
kristinaoakes,4,NNS
robinroberts,4,NNS
unattractive,4,JJ
sensitive,4,JJ
def,4,NN
calendar,4,NN
realsheriffjoe,4,JJ
suicidal,4,JJ
dismantle,4,NN
virgil,4,NN
convocation,4,NN
situations,4,NNS
gloria,4,NN
bailout,4,NN
panic,4,JJ
jimmykimmel,4,NN
confidential,4,JJ
faithful,4,JJ
mood,4,NN
cent,4,NN
bloggers,4,NNS
indicator,4,NN
chriscjackson,4,NN
chicagos,4,NN
kluge,4,NN
database,4,NN
hopeless,4,NN
marathon,4,NN
abusive,4,JJ
plea,4,NN
entertainer,4,NN
reference,4,NN
sisters,4,NNS
english,4,JJ
deedeegop,4,NN
casey,4,NN
milton,4,RBS
ugliest,4,JJS
scalia,4,JJ
parking,4,NN
crony,4,NN
lakes,4,NNS
corn,4,NN
riot,4,NN
christ,4,JJ
liabilities,4,NNS
httpwwwtrumpnationalwestchestercom,4,JJ
hollyrpeete,4,NN
hills,4,NNS
marble,4,JJ
koos32,4,JJ
hdiallo,4,NN
carters,4,NNS
renowned,4,JJ
studies,4,NNS
marksanchez,4,JJ
hugo,4,NN
defensive,4,JJ
mugging,4,NN
circles,4,NNS
rightthe,3,NN
producers,3,NNS
robo,3,JJ
charisma,3,NN
gaddafi,3,JJ
oral,3,JJ
birdkilling,3,NN
formation,3,NN
logical,3,JJ
jamesche85,3,JJ
displayed,3,JJ
songs,3,NNS
cartel,3,NN
voterfraud,3,NN
influx,3,NN
bowe,3,NN
victimized,3,JJ
pressclubdc,3,NN
httpbitly1h4aeao,3,NN
presbyterian,3,JJ
rosies,3,NNS
underemployment,3,JJ
braley,3,NN
medals,3,NNS
wholl,3,JJ
mdamelincourt,3,NN
denounce,3,NN
showi,3,NN
noble,3,JJ
gappistanradio,3,JJ
oppression,3,NN
electionday,3,NN
nazi,3,JJ
macmiller’s,3,NN
mayorgas,3,NN
tribune,3,NN
reluctant,3,JJ
michaelphelps,3,JJ
wewantmitt2016,3,NN
scorpio5053,3,NN
steveman905,3,JJ
stanley,3,NN
schwarzkopf,3,NN
egyptian,3,JJ
monty,3,NN
ayrshirepost,3,NN
tunnels,3,NNS
sacha,3,JJ
queynewton,3,NN
maxchupailo,3,NN
objective,3,JJ
adores,3,NNS
johnstown,3,JJ
probable,3,JJ
irelands,3,NNS
mickelson,3,JJ
savethiscountry,3,NN
felon,3,NN
murderer,3,JJR
harrisburg,3,NN
crossroads,3,NNS
clive,3,JJ
onetime,3,JJ
julian,3,JJ
assange,3,NN
steady,3,JJ
documentation,3,NN
draft,3,NN
itthey,3,NN
jimbrownnfl32,3,NN
aj,3,NN
usgsa,3,JJ
repleadconf,3,NN
httpbitly2gzhk4diowa,3,JJ
britanniagolf,3,NN
envelope,3,NN
envision,3,NN
equestrian,3,JJ
shambles,3,NNS
mars,3,NNS
httpbitly2gpwhwcalabama,3,NN
frankmdavisjr,3,NN
officewe,3,NN
httpwwwtrumphotelcollectioncomchicagodowntownchicagorestaurantsphp,3,NN
rudygiuliani,3,NN
armynavy,3,JJ
georgewillf,3,NN
halperin,3,NN
kuuleme69,3,NN
missusa2005,3,NN
httpwwwtrumpgolfscotlandcom,3,NN
smallbusiness,3,NN
newsbusters,3,NNS
yossigestetner,3,NN
jonah,3,NNS
akron,3,NN
bedford,3,NN
followthemoney,3,NN
majesty,3,JJ
erode,3,NN
blagojevich,3,JJ
coliseum,3,NN
wftragni,3,NN
lunatics,3,NNS
inexcusable,3,JJ
stimulate,3,JJ
httpgopcmnv5vmm,3,NN
tighter,3,NN
inconsistent,3,JJ
deceit,3,NN
susiesentinel,3,NN
consequence,3,NN
predators,3,NNS
stdyeddyd,3,JJ
ny1,3,NN
rust,3,JJ
enhance,3,NN
hashanah,3,NN
doers,3,NNS
fraternal,3,JJ
rosh,3,NN
slum,3,NN
httpswwwdonaldjtrumpcomscheduleregisterroanokeva1,3,NN
superman,3,NN
greeley,3,NN
kornegaydanna,3,NN
likeable,3,JJ
cowboys,3,NNS
tellin,3,JJ
johneharmon,3,JJ
devices,3,NNS
grip,3,NN
parenthood,3,NN
nickfaldo006,3,NN
lists,3,NNS
imill5,3,JJ
kkk,3,NN
lincolnreagan,3,JJ
kaeladianne97,3,NN
lawless,3,NN
trumppence,3,NN
villages,3,NNS
trumppanama’s,3,JJ
marshablackburn,3,NN
arrogance,3,NN
tsrowan,3,NN
trumpgolfla’s,3,NN
httpbitlyayyzij,3,NN
overcome,3,JJ
hammetjohn,3,NN
tonyschwartz,3,NN
barcelona,3,NN
abysmal,3,JJ
newengcollege,3,NN
jamesokeefeiii,3,NN
evils,3,NNS
jimrobbins1973,3,NN
dcolon2112,3,NN
rino,3,NN
packerlegends,3,NNS
bubba,3,NN
contagious,3,JJ
aec4444,3,NNS
paytoplay,3,NN
cbssports,3,NNS
uphold,3,JJ
ransom,3,NN
vigilance,3,NN
chinai,3,NN
misscassie1230,3,NN
neal,3,JJ
heel,3,NN
davebratva7th,3,JJ
alien,3,JJ
rjispy,3,NN
recruitment,3,NN
talcornvan,3,NN
fuss,3,JJ
httpswwwdonaldjtrumpcomscheduleregisterclevelandoh3,3,NN
rahm,3,NN
whoopigoldberg,3,NN
immigrate,3,JJ
airspace,3,NN
monsters,3,NNS
earthquake,3,NN
haiti,3,NN
rippedoff,3,NN
spree,3,NN
peterson,3,NN
trayvon,3,NN
pics,3,NNS
williebosshog,3,JJ
ventures,3,NNS
pond,3,NN
angels,3,NNS
exemplary,3,JJ
orange,3,NN
hanse,3,NN
aboutlife,3,JJ
regions,3,NNS
sebastian,3,JJ
polar,3,NN
hufseyg,3,JJ
bigotry,3,NN
httpswwwdonaldjtrumpcomscheduleregistercincinnatioh2,3,NN
abouttherock,3,NN
absentee,3,NN
suppress,3,NN
coastguardfound,3,NN
pizzapartyben,3,NN
appsame,3,NN
banner,3,NN
brentcfritz,3,NN
vibe,3,JJ
cleaner,3,NN
shopfloornam,3,NNS
worn,3,JJ
skit,3,NN
kostoff2,3,NN
madeinamerica,3,NN
keemstarx,3,NN
merck,3,NN
purpleheartwife,3,NN
letendrelarry,3,NN
lassner,3,NN
huntsman,3,JJ
moss,3,NN
bonaparte,3,JJ
napoleon,3,NN
valor,3,NN
alexandria,3,NN
moneyand,3,NN
disloyalty,3,NN
ingredients,3,NNS
trumpyou,3,JJ
spender,3,NN
charades,3,NNS
imitation,3,NN
senrandpaul,3,NN
mail,3,NN
charlierymergc,3,JJ
swift,3,NN
keegster51,3,NN
alexsalmond’s,3,NN
hellcat1963,3,NN
cdgrafics,3,NNS
‘trump,3,JJ
afghanis,3,NN
sanity,3,NN
sharneal,3,JJ
gloves,3,NNS
andey,3,JJ
andeyr,3,NN
veneziamatthew,3,NN
unveiling,3,JJ
systematic,3,JJ
dhs,3,NN
trumphe,3,JJ
weiner’s,3,NN
perils,3,NNS
mandarin,3,JJ
theusalifestyle,3,JJ
trumpmeister,3,NN
sashamajerovsky,3,NN
johnkerry,3,NN
lifes,3,JJ
tehran,3,NN
plaintiffs,3,NNS
nbc’s,3,JJ
spineless,3,NN
smear,3,JJ
coward,3,NN
nosanctuaryforcriminalsact,3,NN
hcare,3,NN
mazda,3,JJ
deregulation,3,NN
preserve,3,NN
warhol,3,NN
greatand,3,NN
catcher,3,NN
prstrong,3,JJ
safest,3,JJS
grahamcassidy,3,NN
versus,3,NN
glimpse,3,NN
improvements,3,NNS
ricardohernang,3,NN
foramerica,3,NN
desheay,3,NN
natlparkservice,3,NN
paulmilton28,3,NN
creativity,3,NN
would’ve,3,NN
refusal,3,NN
rsherman25,3,JJ
egos,3,NNS
weinstein,3,JJ
amstaffbru,3,JJ
asavagenation,3,NN
forgery,3,NN
usplaymoney,3,NN
nikkihaley,3,NN
stephprichard1,3,NN
freeze,3,NN
colder,3,NN
hoaxsters,3,NNS
electrical,3,JJ
tale,3,JJ
businesspeople,3,NN
frumpy,3,JJ
katy,3,NN
shale,3,NN
yuma,3,NN
myer,3,NN
laughable,3,JJ
betray,3,NN
mckay,3,NN
brasicingbras,3,NNS
willweatherford,3,NN
partnerships,3,NNS
woodrowwinters,3,NNS
trump’,3,JJ
thieves,3,NNS
transformers,3,NNS
readership,3,JJ
padraig,3,NN
fec,3,NN
mapp,3,NN
sherrieshepherd,3,NN
fleet,3,NN
dominates,3,NNS
tsharp4,3,JJ
lkoja,3,NN
prohibits,3,NNS
tppatriots,3,NNS
strengthens,3,NNS
govabbott,3,JJ
mjosephsheppard,3,NN
shootout,3,NN
silentmajority,3,NN
kingofclass,3,NN
httpswwwdonaldjtrumpcom,3,NN
tucson,3,NN
eo,3,NN
cousin,3,NN
unlocked,3,JJ
thesweenbean,3,JJ
pursuit,3,NN
publishing,3,NN
ss,3,NN
repcummings,3,NNS
dt2016,3,JJ
burke,3,NN
wny,3,NN
canizalvania,3,NN
fairways,3,NNS
president2016,3,JJ
pot,3,NN
brent,3,JJ
actress,3,NN
wwp,3,NN
watchdog,3,NN
entitlement,3,NN
sympathy,3,JJ
renovacion,3,NN
identity,3,NN
proportion,3,NN
frankpro,3,JJ
alexdub182821,3,NN
piss,3,NN
mccarthyism,3,NN
nope,3,NN
getter,3,NN
shannonairport,3,NN
middleeast,3,JJ
marchforlife,3,NN
deeds,3,NNS
senschumer,3,JJ
carnage,3,NN
announcers,3,NNS
taylorj0103,3,NN
isler,3,NN
aj13hulton,3,NN
condominiums,3,NNS
turnberrygreat,3,NN
jlin7,3,NN
meritbased,3,JJ
mining,3,NN
megynkellys,3,NN
timessquarehero,3,NN
occhoppers,3,NNS
doomsdayfan,3,NN
lowly,3,NN
somalia,3,JJ
irandeal,3,JJ
dolefoundation,3,NN
goldenglobes,3,NNS
janecat60,3,JJ
components,3,NNS
condemns,3,JJ
wellness,3,NN
butt,3,NN
qatar,3,NN
coats,3,NNS
oatestom,3,JJ
electability,3,NN
jrmcclaren,3,NN
magnasearchgrp,3,NN
pharma,3,NN
ghosttoast99,3,NN
cutsreform,3,NN
httpbitlywnyhac,3,JJ
rodstewart,3,NN
huffpostmedia,3,NN
washingtons,3,NNS
neilyoung,3,JJ
princessdaytura,3,NN
extremism,3,NN
technologies,3,NNS
fantasy,3,JJ
miketyson,3,NN
kathielgifford,3,NN
scalise,3,NN
adversity,3,NN
buyer,3,NN
uptick,3,JJ
shoutout,3,NN
rtesta,3,NN
thelastrefuge2,3,NN
counties,3,NNS
hip,3,JJ
mrt,3,NN
indigoblue65,3,NN
denzen,3,JJ
saturday’s,3,JJ
rulings,3,NNS
chucklane1,3,JJ
forests,3,NNS
affects,3,NNS
rwildewrites,3,NNS
ravenclaw2,3,JJ
parental,3,JJ
cspanpolitics,3,NNS
fr,3,NN
ruthless,3,NN
moorereva,3,NN
geoscarborough,3,NN
odedonrealitytv,3,NN
tireless,3,NN
sprinkler22,3,JJ
buchanan,3,NN
tiffanypearls,3,NNS
bundlers,3,NNS
absurd,3,JJ
turnbullmalcolm,3,NN
asian,3,JJ
mjlee,3,NN
billywmerritt,3,JJ
indonesian,3,JJ
shinzo,3,NN
zegarelli,3,NN
tuition,3,NN
mediabuzzfnc,3,JJ
vindication,3,NN
httplivesigningcomtrumpwelcome,3,JJ
planted,3,JJ
imminent,3,NN
vikkitb,3,NN
tmzsports,3,NNS
brunch,3,NN
cokie,3,NN
brass,3,NN
professionalism,3,NN
christianity,3,NN
jwt19723,3,NN
dlake66675,3,JJ
asktrump,3,NN
chateauemissary,3,JJ
trumpettes16,3,NN
ledger,3,NN
nixon,3,NN
starsentlive,3,JJ
americanaspie,3,JJ
cwisecwise1,3,NN
chants,3,NNS
jeromecorsi,3,JJ
phonies,3,NNS
rancho,3,JJ
joelleangeli,3,JJ
rydercup,3,NN
ontherecord,3,JJ
rickklein,3,NN
crumble,3,JJ
httpwwwtrumpcomhotelcollectiontrumpirelandtrumpirelandasp,3,NN
christophercud1,3,NN
‘double,3,JJ
leo,3,NN
moniquehorsey,3,NN
kellys,3,NN
sanctity,3,NN
trumpsupporter,3,NN
lean,3,JJ
tina,3,NN
l3nny85,3,NN
bernardcastro3,3,NN
thanksyou,3,NN
meetthetrumps,3,NNS
accepts,3,NNS
syrians,3,NNS
httpbitly1zppzig,3,NN
kimberly,3,JJ
ellenespence,3,NN
wardrobe,3,NN
httpbitlymwxeft,3,NN
titles,3,NNS
revisit,3,NN
disciples,3,NNS
digs,3,NNS
summary,3,JJ
cherijacobus,3,NN
jeopardy,3,NN
pigs,3,NNS
dates,3,NNS
abcnews,3,NNS
nowmakes,3,NNS
scams,3,JJ
designerdeb3,3,NN
russgrand,3,NN
‘i’m,3,NNP
shaq,3,NN
gene,3,NN
cosby,3,NNS
dictator,3,NN
dud,3,NN
sallyann,3,NN
o’brien,3,NN
millennials,3,NNS
classyexplorer,3,NN
hashtag1usa,3,NN
drrita39,3,NN
ussiowa,3,JJ
fifty,3,JJ
incidents,3,NNS
foes,3,NNS
ops,3,NNS
sixteenchicagos,3,JJ
cheflents,3,NNS
nom,3,JJ
prenup,3,NN
banking,3,NN
morocco,3,NN
prestwick,3,NN
acre,3,NN
rasmussenpoll,3,NN
biloxi,3,NN
singer,3,JJ
davidbougs,3,NNS
robertjeffress,3,JJ
categories,3,NNS
fasttrack,3,NN
strides,3,NNS
realdonaldtrump’s,3,JJ
cameo,3,NN
purse,3,JJ
bjkizer74,3,NN
kellymckayshow,3,NN
ridge,3,NN
sharptrident,3,JJ
peoplescompany,3,NN
peterbollini,3,NN
dine,3,NN
httpbitlymv4tjf,3,NN
tlrchrstphrbrsn,3,NN
aphonapelma,3,NN
savannahguthrie,3,NN
transfer,3,NN
parker,3,NN
craigeaton12,3,NN
cmille,3,NN
basilicaceo,3,JJ
rapper,3,NN
starjonesesq,3,NN
macmillers,3,NNS
up1775,3,JJ
spine,3,NN
southheastt,3,NN
jerrysan52,3,NN
forexboxusd,3,JJ
zoom,3,NN
occidental,3,NN
darn,3,NN
wherein,3,NN
neanderthalman1,3,JJ
sensanders,3,NNS
bernies,3,NNS
realjameswoods,3,NNS
jhspraggins,3,NNS
dish,3,NN
classmates,3,NNS
dseaman,3,JJ
venuemagazine,3,NN
joetrippi,3,NN
gillibean8514,3,NN
jackpivory,3,JJ
bowing,3,NN
caesars,3,NNS
cowboy,3,NN
sarcastic,3,JJ
alllllll,3,JJ
tdavistonya,3,NN
notices,3,NNS
trumpnewmedia,3,NN
translate,3,NN
carolinalive,3,JJ
inch,3,NN
sq,3,NN
joshuadummer,3,NN
lunatic,3,JJ
antonio,3,NN
senjoniernst,3,NN
tiyahvalentina,3,JJ
organizers,3,NNS
mensamamma,3,NN
parkervotes,3,NNS
emperor,3,NN
stalemate,3,JJ
defence,3,NN
touts,3,NNS
httpwwwcrowsnestpoliticscom20150128newyorkpostcaughtlyingagain,3,JJ
invincibility,3,NN
sandikay60,3,NN
darrenjjordan,3,NN
onesoldiersmom,3,NN
jsager84,3,JJ
paulina,3,NN
preliminary,3,JJ
cleared,3,JJ
excel,3,NN
raul,3,NN
enterprises,3,NNS
gomitt,3,JJ
vt,3,NN
tigrehoy,3,NN
grads,3,NNS
wonders,3,NNS
livetweeting,3,NN
defenses,3,NNS
sailor,3,NN
tapper,3,NN
haloonefortrump,3,NN
nicoleamarin,3,JJ
tabulation,3,NN
stakes,3,NNS
hanankhan2,3,JJ
trumparmy,3,NN
selfish,3,JJ
she’ll,3,NN
stephanienap5,3,NN
fabiolasellsnj,3,NN
bryce,3,NN
domination,3,NN
peachespulliam,3,JJ
media’s,3,NN
contacts,3,NNS
kitchen,3,JJ
documentaries,3,NNS
grain,3,NN
channelguide,3,NN
diannelea1958,3,NN
drchimrickles,3,NNS
pathological,3,JJ
thrill,3,NN
dummyi,3,NN
fitzgerald,3,JJ
redletter99,3,JJ
spectrum,3,NN
thetrump,3,NN
sia,3,NN
yom,3,NN
dilemma,3,NN
fist,3,NN
denial,3,JJ
curtismuddog,3,NN
cough,3,NN
drink,3,NN
fictitious,3,JJ
hunts,3,NNS
composite,3,JJ
celebs,3,JJ
vtdiva01,3,JJ
tokyo,3,NN
jwundy,3,NN
iowan,3,NN
dansaltsman,3,JJ
mikesington,3,NN
exempted,3,JJ
importers,3,NNS
verlander,3,NN
departments,3,NNS
tamster613,3,JJ
pie,3,NN
postandcourier,3,NN
mannypacquiao,3,NN
lexingtonbobby,3,NN
cpac2015,3,NN
ashleyedam,3,JJ
ameliasg,3,JJ
macysthanks,3,NNS
larrykudlow,3,JJ
oct,3,NN
pewresearch,3,NN
copied,3,JJ
mountains,3,NNS
fanofgreenmms,3,NN
mold,3,JJ
wounds,3,NNS
hackers,3,NNS
offices,3,NNS
hopkins,3,NNS
trumpcard,3,JJ
crack,3,NN
unwanted,3,JJ
res,3,NNS
differences,3,NNS
cruel,3,JJ
httpwwwtrumphotelcollectioncomcentralparkjeangeorgesrestaurantnycphp,3,NN
deploy,3,NN
witchhunt,3,NN
sickness,3,JJ
jamandatrtl,3,NN
loisweiss,3,JJ
fm,3,NN
memphis,3,NN
boast,3,NN
closures,3,NNS
injury,3,NN
mikeanddawnny,3,NN
seanhannitys,3,JJ
sophistication,3,NN
naughtoriousbig,3,NN
elizabethforma,3,NN
bbcoachkk,3,NN
willie,3,NN
scrutiny,3,NN
reid2962,3,NN
holdings,3,NNS
paulmanafort,3,JJ
votetrumpny,3,NNS
rochester,3,NN
wolfgrayson,3,NN
pbpost,3,NN
cnbcclosingbell,3,NN
hostess,3,NN
screams,3,JJ
sweep,3,JJ
heytammybruce,3,NN
paulfincher2,3,NN
boyfriend,3,NN
spike,3,JJ
timber,3,NN
uncertainty,3,NN
realistboutmine,3,NN
cleopattrausa,3,NN
clark,3,NN
outlet,3,NN
workers’,3,NN
stones,3,NNS
wen,3,JJ
wilkesbarre,3,JJ
repmattsalmon,3,NN
greatbut,3,NN
digitaljournal,3,JJ
fyi,3,NN
technique,3,NN
